iter	Passed	Remaining
4291	342692	7641750
4292	342775	7641748
4293	342859	7641751
4294	342937	7641631
4295	343018	7641589
4296	343093	7641393
4297	343180	7641479
4298	343261	7641430
4299	343349	7641529
4300	343428	7641418
4301	343504	7641262
4302	343583	7641167
4303	343664	7641110
4304	343742	7640981
4305	343820	7640864
4306	343898	7640733
4307	343973	7640557
4308	344054	7640493
4309	344128	7640285
4310	344206	7640171
4311	344292	7640233
4312	344380	7640322
4313	344474	7640552
4314	344550	7640407
4315	344624	7640176
4316	344698	7639983
4317	344785	7640054
4318	344859	7639845
4319	344938	7639754
4320	345013	7639568
4321	345095	7639533
4322	345173	7639414
4323	345254	7639356
4324	345332	7639242
4325	345409	7639089
4326	345496	7639169
4327	345572	7638995
4328	345648	7638841
4329	345731	7638819
4330	345806	7638646
4331	345880	7638441
4332	345956	7638258
4333	346032	7638098
4334	346112	7638038
4335	346192	7637947
4336	346267	7637755
4337	346347	7637681
4338	346426	7637593
4339	346506	7637515
4340	346580	7637314
4341	346661	7637243
4342	346744	7637238
4343	346826	7637211
4344	346910	7637215
4345	346987	7637069
4346	347067	7637012
4347	347154	7637079
4348	347234	7637013
4349	347314	7636923
4350	347395	7636864
4351	347470	7636686
4352	347549	7636592
4353	347634	7636631
4354	347714	7636540
4355	347785	7636261
4356	347862	7636125
4357	347931	7635818
4358	348012	7635757
4359	348092	7635689
4360	348173	7635623
4361	348262	7635740
4362	348342	7635673
4363	348420	7635541
4364	348508	7635649
4365	348585	7635517
4366	348656	7635227
4367	348741	7635271
4368	348824	7635246
4369	348894	7634965
4370	348967	7634736
4371	349039	7634472
4372	349123	7634487
4373	349196	7634263
4374	349275	7634156
4375	349356	7634115
4376	349441	7634133
4377	349523	7634108
4378	349603	7634027
4379	349680	7633886
4380	349759	7633784
4381	349834	7633618
4382	349909	7633430
4383	349991	7633389
4384	350068	7633241
4385	350150	7633222
4386	350232	7633194
4387	350312	7633102
4388	350387	7632927
4389	350462	7632743
4390	350542	7632662
4391	350622	7632576
4392	350703	7632524
4393	350777	7632322
4394	350855	7632194
4395	350928	7631967
4396	351007	7631871
4397	351085	7631766
4398	351166	7631701
4399	351250	7631716
4400	351336	7631770
4401	351409	7631538
4402	351499	7631690
4403	351577	7631556
4404	351661	7631576
4405	351747	7631620
4406	351821	7631428
4407	351899	7631291
4408	351977	7631188
4409	352048	7630899
4410	352129	7630853
4411	352211	7630831
4412	352299	7630929
4413	352375	7630749
4414	352461	7630814
4415	352536	7630631
4416	352615	7630535
4417	352694	7630425
4418	352779	7630460
4419	352859	7630387
4420	352934	7630208
4421	353015	7630158
4422	353095	7630073
4423	353177	7630039
4424	353253	7629878
4425	353334	7629824
4426	353412	7629691
4427	353489	7629556
4428	353568	7629463
4429	353649	7629416
4430	353735	7629465
4431	353809	7629256
4432	353887	7629135
4433	353966	7629038
4434	354046	7628962
4435	354126	7628887
4436	354213	7628955
4437	354290	7628811
4438	354361	7628550
4439	354442	7628501
4440	354522	7628426
4441	354607	7628458
4442	354680	7628224
4443	354761	7628175
4444	354837	7628007
4445	354911	7627797
4446	354988	7627658
4447	355066	7627537
4448	355152	7627589
4449	355224	7627355
4450	355304	7627277
4451	355377	7627038
4452	355455	7626924
4453	355535	7626857
4454	355616	7626797
4455	355698	7626761
4456	355778	7626695
4457	355858	7626606
4458	355932	7626396
4459	356012	7626329
4460	356094	7626293
4461	356176	7626263
4462	356247	7625994
4463	356326	7625898
4464	356405	7625810
4465	356491	7625861
4466	356573	7625829
4467	356669	7626091
4468	356750	7626029
4469	356835	7626067
4470	356921	7626111
4471	356999	7625992
4472	357073	7625800
4473	357155	7625761
4474	357247	7625934
4475	357326	7625836
4476	357421	7626080
4477	357515	7626306
4478	357593	7626185
4479	357677	7626203
4480	357770	7626401
4481	357861	7626554
4482	357932	7626288
4483	358010	7626173
4484	358096	7626227
4485	358180	7626224
4486	358262	7626188
4487	358346	7626201
4488	358426	7626122
4489	358505	7626036
4490	358587	7625995
4491	358663	7625831
4492	358743	7625762
4493	358818	7625562
4494	358899	7625509
4495	358979	7625450
4496	359056	7625302
4497	359132	7625145
4498	359217	7625178
4499	359299	7625142
4500	359380	7625081
4501	359453	7624847
4502	359533	7624776
4503	359605	7624524
4504	359696	7624693
4505	359776	7624612
4506	359850	7624404
4507	359928	7624278
4508	359999	7624030
4509	360081	7623997
4510	360159	7623858
4511	360235	7623701
4512	360311	7623542
4513	360389	7623428
4514	360471	7623387
4515	360550	7623302
4516	360629	7623197
4517	360704	7623025
4518	360784	7622929
4519	360861	7622800
4520	360940	7622704
4521	361010	7622418
4522	361089	7622324
4523	361172	7622307
4524	361254	7622264
4525	361337	7622259
4526	361419	7622217
4527	361490	7621967
4528	361572	7621919
4529	361656	7621940
4530	361747	7622085
4531	361822	7621906
4532	361901	7621810
4533	361981	7621722
4534	362057	7621578
4535	362145	7621666
4536	362218	7621433
4537	362293	7621246
4538	362363	7620972
4539	362445	7620930
4540	362516	7620660
4541	362594	7620544
4542	362676	7620522
4543	362757	7620464
4544	362838	7620399
4545	362917	7620310
4546	362999	7620284
4547	363076	7620135
4548	363158	7620091
4549	363243	7620127
4550	363322	7620038
4551	363405	7620010
4552	363482	7619870
4553	363570	7619980
4554	363647	7619830
4555	363730	7619809
4556	363810	7619733
4557	363894	7619750
4558	363966	7619502
4559	364033	7619148
4560	364115	7619116
4561	364192	7618986
4562	364274	7618942
4563	364359	7618972
4564	364433	7618784
4565	364518	7618810
4566	364599	7618754
4567	364670	7618486
4568	364753	7618478
4569	364825	7618233
4570	364907	7618192
4571	364985	7618079
4572	365072	7618144
4573	365147	7617962
4574	365233	7618015
4575	365315	7617987
4576	365398	7617962
4577	365480	7617921
4578	365556	7617761
4579	365634	7617650
4580	365708	7617443
4581	365833	7618315
4582	365917	7618322
4583	365994	7618173
4584	366079	7618211
4585	366162	7618193
4586	366245	7618173
4587	366338	7618371
4588	366415	7618226
4589	366502	7618299
4590	366578	7618140
4591	366653	7617955
4592	366730	7617824
4593	366818	7617918
4594	366890	7617659
4595	366964	7617465
4596	367043	7617362
4597	367130	7617437
4598	367221	7617591
4599	367301	7617506
4600	367371	7617225
4601	367450	7617137
4602	367521	7616868
4603	367592	7616613
4604	367666	7616403
4605	367750	7616403
4606	367820	7616132
4607	367900	7616042
4608	367978	7615930
4609	368057	7615830
4610	368134	7615700
4611	368211	7615561
4612	368299	7615641
4613	368379	7615566
4614	368463	7615586
4615	368560	7615850
4616	368641	7615792
4617	368710	7615490
4618	368781	7615237
4619	368860	7615134
4620	368938	7615012
4621	369022	7615017
4622	369103	7614974
4623	369185	7614934
4624	369267	7614886
4625	369342	7614719
4626	369426	7614719
4627	369516	7614844
4628	369597	7614789
4629	369672	7614606
4630	369745	7614386
4631	369823	7614280
4632	369904	7614227
4633	369978	7614029
4634	370059	7613955
4635	370140	7613912
4636	370224	7613909
4637	370307	7613900
4638	370385	7613774
4639	370466	7613718
4640	370544	7613607
4641	370623	7613505
4642	370702	7613405
4643	370780	7613303
4644	370854	7613095
4645	370931	7612959
4646	371023	7613117
4647	371110	7613194
4648	371199	7613306
4649	371276	7613173
4650	371349	7612949
4651	371420	7612685
4652	371495	7612512
4653	371575	7612423
4654	371654	7612328
4655	371729	7612146
4656	371816	7612208
4657	371899	7612202
4658	371980	7612155
4659	372064	7612143
4660	372144	7612071
4661	372221	7611937
4662	372306	7611961
4663	372375	7611656
4664	372454	7611574
4665	372533	7611458
4666	372613	7611381
4667	372691	7611279
4668	372771	7611190
4669	372846	7611025
4670	372925	7610925
4671	373013	7611016
4672	373094	7610947
4673	373187	7611143
4674	373274	7611206
4675	373361	7611270
4676	373442	7611224
4677	373529	7611289
4678	373607	7611160
4679	373680	7610937
4680	373765	7610977
4681	373846	7610916
4682	373923	7610785
4683	373994	7610507
4684	374073	7610428
4685	374164	7610563
4686	374242	7610445
4687	374338	7610693
4688	374428	7610825
4689	374514	7610873
4690	374591	7610739
4691	374678	7610801
4692	374754	7610632
4693	374840	7610693
4694	374918	7610569
4695	375000	7610525
4696	375083	7610510
4697	375165	7610484
4698	375239	7610282
4699	375326	7610342
4700	375403	7610202
4701	375480	7610061
4702	375560	7610000
4703	375634	7609794
4704	375717	7609770
4705	375795	7609653
4706	375870	7609481
4707	375956	7609523
4708	376036	7609452
4709	376113	7609317
4710	376191	7609200
4711	376279	7609274
4712	376358	7609178
4713	376436	7609072
4714	376521	7609093
4715	376605	7609087
4716	376686	7609040
4717	376758	7608804
4718	376844	7608835
4719	376923	7608750
4720	377010	7608802
4721	377085	7608629
4722	377164	7608524
4723	377235	7608270
4724	377315	7608194
4725	377391	7608036
4726	377466	7607868
4727	377547	7607799
4728	377630	7607796
4729	377708	7607672
4730	377790	7607645
4731	377873	7607615
4732	377949	7607457
4733	378036	7607523
4734	378112	7607361
4735	378186	7607161
4736	378261	7606993
4737	378334	7606767
4738	378417	7606767
4739	378499	7606713
4740	378582	7606712
4741	378670	7606779
4742	378741	7606525
4743	378818	7606402
4744	378900	7606366
4745	378983	7606344
4746	379067	7606346
4747	379139	7606104
4748	379220	7606058
4749	379304	7606052
4750	379383	7605949
4751	379461	7605831
4752	379539	7605713
4753	379628	7605820
4754	379708	7605750
4755	379787	7605660
4756	379862	7605467
4757	379942	7605393
4758	380015	7605182
4759	380096	7605126
4760	380173	7604990
4761	380264	7605122
4762	380339	7604953
4763	380417	7604829
4764	380487	7604561
4765	380564	7604418
4766	380638	7604230
4767	380721	7604199
4768	380793	7603975
4769	380876	7603964
4770	380964	7604038
4771	381054	7604151
4772	381147	7604349
4773	381225	7604218
4774	381308	7604205
4775	381391	7604192
4776	381466	7604017
4777	381548	7603979
4778	381627	7603888
4779	381705	7603773
4780	381782	7603626
4781	381859	7603493
4782	381936	7603353
4783	382025	7603451
4784	382103	7603338
4785	382184	7603284
4786	382263	7603178
4787	382343	7603111
4788	382425	7603070
4789	382506	7603010
4790	382586	7602937
4791	382668	7602907
4792	382744	7602739
4793	382823	7602641
4794	382912	7602750
4795	382993	7602684
4796	383070	7602560
4797	383150	7602475
4798	383232	7602450
4799	383304	7602199
4800	383385	7602154
4801	383478	7602331
4802	383560	7602293
4803	383644	7602292
4804	383715	7602041
4805	383795	7601962
4806	383879	7601954
4807	383959	7601882
4808	384041	7601844
4809	384113	7601617
4810	384192	7601521
4811	384269	7601381
4812	384347	7601259
4813	384427	7601190
4814	384504	7601059
4815	384587	7601032
4816	384666	7600945
4817	384744	7600816
4818	384827	7600797
4819	384917	7600913
4820	384995	7600814
4821	385074	7600713
4822	385162	7600791
4823	385248	7600826
4824	385331	7600812
4825	385406	7600633
4826	385485	7600535
4827	385570	7600568
4828	385643	7600341
4829	385720	7600202
4830	385803	7600189
4831	385893	7600312
4832	385974	7600247
4833	386042	7599944
4834	386121	7599851
4835	386212	7599980
4836	386293	7599923
4837	386372	7599827
4838	386450	7599716
4839	386529	7599622
4840	386603	7599425
4841	386685	7599379
4842	386756	7599123
4843	386836	7599062
4844	386917	7599004
4845	387002	7599020
4846	387080	7598900
4847	387158	7598782
4848	387238	7598708
4849	387317	7598601
4850	387401	7598621
4851	387478	7598478
4852	387547	7598174
4853	387629	7598135
4854	387704	7597978
4855	387786	7597923
4856	387871	7597945
4857	387959	7598031
4858	388041	7597999
4859	388123	7597949
4860	388207	7597958
4861	388290	7597930
4862	388363	7597727
4863	388435	7597501
4864	388520	7597503
4865	388601	7597461
4866	388676	7597273
4867	388766	7597400
4868	388848	7597364
4869	388932	7597361
4870	389014	7597326
4871	389094	7597238
4872	389177	7597224
4873	389258	7597167
4874	389333	7596989
4875	389418	7597007
4876	389496	7596889
4877	389578	7596862
4878	389657	7596770
4879	389729	7596534
4880	389808	7596440
4881	389894	7596466
4882	389972	7596366
4883	390053	7596307
4884	390138	7596320
4885	390219	7596260
4886	390289	7596000
4887	390366	7595848
4888	390447	7595790
4889	390521	7595608
4890	390601	7595519
4891	390667	7595173
4892	390736	7594881
4893	390813	7594751
4894	390892	7594652
4895	390969	7594517
4896	391046	7594391
4897	391126	7594313
4898	391210	7594297
4899	391283	7594097
4900	391370	7594152
4901	391451	7594101
4902	391529	7593987
4903	391611	7593949
4904	391701	7594060
4905	391777	7593899
4906	391857	7593831
4907	391931	7593640
4908	392007	7593473
4909	392080	7593263
4910	392168	7593347
4911	392250	7593314
4912	392330	7593227
4913	392413	7593202
4914	392494	7593150
4915	392575	7593092
4916	392651	7592945
4917	392724	7592717
4918	392798	7592525
4919	392878	7592457
4920	392958	7592382
4921	393041	7592365
4922	393176	7593352
4923	393276	7593646
4924	393361	7593667
4925	393439	7593559
4926	393509	7593287
4927	393587	7593172
4928	393660	7592967
4929	393749	7593047
4930	393837	7593136
4931	393918	7593076
4932	393999	7593019
4933	394076	7592890
4934	394153	7592745
4935	394233	7592671
4936	394312	7592574
4937	394392	7592502
4938	394470	7592374
4939	394548	7592263
4940	394621	7592060
4941	394707	7592091
4942	394788	7592034
4943	394889	7592358
4944	394962	7592149
4945	395040	7592039
4946	395118	7591905
4947	395199	7591850
4948	395279	7591783
4949	395372	7591944
4950	395446	7591759
4951	395524	7591634
4952	395602	7591517
4953	395681	7591432
4954	395754	7591221
4955	395836	7591181
4956	395917	7591121
4957	395993	7590964
4958	396069	7590806
4959	396148	7590717
4960	396226	7590599
4961	396302	7590446
4962	396380	7590323
4963	396447	7590011
4964	396524	7589870
4965	396600	7589707
4966	396678	7589604
4967	396759	7589533
4968	396838	7589443
4969	396915	7589306
4970	396994	7589224
4971	397077	7589191
4972	397157	7589117
4973	397230	7588904
4974	397306	7588759
4975	397387	7588694
4976	397463	7588537
4977	397536	7588337
4978	397617	7588269
4979	397697	7588191
4980	397769	7587962
4981	397843	7587780
4982	397920	7587633
4983	398001	7587586
4984	398079	7587474
4985	398158	7587373
4986	398236	7587258
4987	398324	7587332
4988	398398	7587145
4989	398477	7587044
4990	398552	7586874
4991	398628	7586721
4992	398709	7586660
4993	398791	7586612
4994	398873	7586585
4995	398956	7586555
4996	399028	7586333
4997	399104	7586189
4998	399182	7586060
4999	399269	7586118
5000	399341	7585884
5001	399420	7585787
5002	399496	7585639
5003	399572	7585498
5004	399655	7585463
5005	399737	7585429
5006	399818	7585369
5007	399898	7585296
5008	399970	7585066
5009	400054	7585066
5010	400140	7585096
5011	400226	7585129
5012	400302	7584986
5013	400381	7584885
5014	400453	7584658
5015	400530	7584535
5016	400610	7584449
5017	400687	7584325
5018	400770	7584301
5019	400852	7584264
5020	400940	7584336
5021	401022	7584288
5022	401100	7584180
5023	401173	7583971
5024	401254	7583908
5025	401324	7583639
5026	401407	7583623
5027	401487	7583548
5028	401565	7583433
5029	401633	7583128
5030	401709	7582966
5031	401795	7583007
5032	401874	7582920
5033	401956	7582884
5034	402041	7582885
5035	402118	7582763
5036	402200	7582724
5037	402285	7582742
5038	402361	7582581
5039	402435	7582390
5040	402510	7582218
5041	402590	7582143
5042	402671	7582095
5043	402757	7582130
5044	402839	7582092
5045	402923	7582078
5046	403007	7582084
5047	403086	7581982
5048	403161	7581817
5049	403238	7581684
5050	403320	7581638
5051	403403	7581620
5052	403484	7581564
5053	403566	7581517
5054	403641	7581349
5055	403718	7581221
5056	403797	7581128
5057	403874	7580987
5058	403953	7580903
5059	404040	7580955
5060	404120	7580869
5061	404195	7580697
5062	404278	7580680
5063	404355	7580554
5064	404435	7580468
5065	404506	7580224
5066	404580	7580044
5067	404657	7579899
5068	404740	7579885
5069	404815	7579716
5070	404903	7579785
5071	404986	7579771
5072	405064	7579654
5073	405150	7579676
5074	405219	7579393
5075	405298	7579306
5076	405374	7579145
5077	405451	7579022
5078	405533	7578973
5079	405617	7578984
5080	405696	7578885
5081	405779	7578854
5082	405852	7578656
5083	405932	7578569
5084	406028	7578795
5085	406101	7578595
5086	406174	7578393
5087	406248	7578203
5088	406330	7578156
5089	406410	7578085
5090	406489	7577989
5091	406569	7577906
5092	406650	7577851
5093	406736	7577887
5094	406814	7577765
5095	406890	7577614
5096	406977	7577663
5097	407054	7577543
5098	407132	7577428
5099	407220	7577496
5100	407297	7577364
5101	407378	7577304
5102	407449	7577055
5103	407520	7576817
5104	407596	7576658
5105	407678	7576632
5106	407758	7576550
5107	407837	7576448
5108	407913	7576305
5109	407995	7576261
5110	408070	7576084
5111	408147	7575965
5112	408233	7575986
5113	408310	7575858
5114	408387	7575737
5115	408467	7575659
5116	408549	7575613
5117	408640	7575741
5118	408724	7575734
5119	408820	7575949
5120	408890	7575686
5121	408968	7575575
5122	409046	7575456
5123	409122	7575314
5124	409198	7575163
5125	409277	7575063
5126	409361	7575058
5127	409445	7575063
5128	409529	7575056
5129	409610	7574991
5130	409690	7574930
5131	409771	7574863
5132	409841	7574609
5133	409912	7574361
5134	410004	7574512
5135	410086	7574466
5136	410169	7574432
5137	410247	7574319
5138	410324	7574186
5139	410402	7574085
5140	410472	7573828
5141	410553	7573769
5142	410635	7573720
5143	410717	7573685
5144	410798	7573619
5145	410879	7573570
5146	410963	7573566
5147	411042	7573462
5148	411130	7573542
5149	411207	7573399
5150	411278	7573168
5151	411353	7572994
5152	411429	7572846
5153	411511	7572808
5154	411589	7572692
5155	411681	7572835
5156	411771	7572932
5157	411849	7572819
5158	411928	7572737
5159	412016	7572791
5160	412097	7572732
5161	412181	7572735
5162	412257	7572588
5163	412336	7572498
5164	412406	7572231
5165	412489	7572199
5166	412569	7572127
5167	412649	7572051
5168	412729	7571968
5169	412813	7571977
5170	412897	7571976
5171	412981	7571960
5172	413060	7571867
5173	413127	7571562
5174	413196	7571278
5175	413276	7571196
5176	413355	7571100
5177	413440	7571125
5178	413522	7571083
5179	413607	7571096
5180	413686	7570996
5181	413775	7571082
5182	413855	7571003
5183	413932	7570881
5184	414008	7570730
5185	414095	7570772
5186	414184	7570855
5187	414259	7570689
5188	414334	7570524
5189	414415	7570470
5190	414497	7570427
5191	414574	7570291
5192	414661	7570350
5193	414743	7570307
5194	414824	7570246
5195	414897	7570042
5196	414977	7569958
5197	415056	7569876
5198	415135	7569768
5199	415213	7569654
5200	415300	7569719
5201	415378	7569591
5202	415456	7569484
5203	415539	7569457
5204	415620	7569403
5205	415698	7569289
5206	415778	7569208
5207	415850	7568998
5208	415934	7568989
5209	416020	7569016
5210	416097	7568888
5211	416181	7568877
5212	416259	7568777
5213	416341	7568722
5214	416421	7568659
5215	416495	7568469
5216	416580	7568479
5217	416658	7568369
5218	416741	7568332
5219	416823	7568297
5220	416900	7568174
5221	416977	7568036
5222	417067	7568136
5223	417145	7568033
5224	417217	7567813
5225	417299	7567763
5226	417422	7568461
5227	417500	7568357
5228	417579	7568263
5229	417661	7568219
5230	417750	7568300
5231	417834	7568295
5232	417917	7568270
5233	417998	7568213
5234	418144	7569336
5235	418225	7569277
5236	418304	7569174
5237	418379	7569015
5238	418458	7568918
5239	418539	7568858
5240	418620	7568803
5241	418704	7568789
5242	418784	7568712
5243	418872	7568773
5244	418948	7568623
5245	419024	7568475
5246	419108	7568468
5247	419189	7568409
5248	419270	7568352
5249	419349	7568268
5250	419420	7568021
5251	419500	7567943
5252	419581	7567888
5253	419656	7567714
5254	419734	7567607
5255	419822	7567674
5256	419905	7567639
5257	419988	7567624
5258	420070	7567577
5259	420144	7567400
5260	420224	7567324
5261	420306	7567272
5262	420382	7567130
5263	420470	7567193
5264	420554	7567180
5265	420633	7567081
5266	420714	7567038
5267	420795	7566979
5268	420878	7566949
5269	420963	7566953
5270	421048	7566979
5271	421132	7566971
5272	421212	7566883
5273	421282	7566625
5274	421363	7566564
5275	421444	7566510
5276	421527	7566488
5277	421602	7566316
5278	421678	7566178
5279	421761	7566146
5280	421840	7566056
5281	421922	7566009
5282	421998	7565855
5283	422084	7565885
5284	422174	7565998
5285	422255	7565930
5286	422334	7565826
5287	422412	7565726
5288	422487	7565555
5289	422563	7565403
5290	422652	7565484
5291	422733	7565431
5292	422815	7565388
5293	422900	7565390
5294	422983	7565366
5295	423054	7565138
5296	423133	7565038
5297	423214	7564976
5298	423297	7564952
5299	423381	7564954
5300	423462	7564880
5301	423549	7564940
5302	423627	7564819
5303	423703	7564667
5304	423777	7564491
5305	423860	7564456
5306	423938	7564359
5307	424017	7564256
5308	424092	7564096
5309	424171	7563999
5310	424256	7563996
5311	424337	7563950
5312	424421	7563937
5313	424504	7563908
5314	424585	7563844
5315	424663	7563738
5316	424746	7563719
5317	424832	7563737
5318	424912	7563664
5319	424995	7563638
5320	425071	7563499
5321	425146	7563332
5322	425225	7563223
5323	425308	7563214
5324	425379	7562960
5325	425454	7562809
5326	425586	7563647
5327	425678	7563789
5328	425757	7563691
5329	425837	7563615
5330	425916	7563507
5331	425990	7563332
5332	426070	7563249
5333	426141	7563020
5334	426220	7562912
5335	426302	7562873
5336	426384	7562840
5337	426467	7562802
5338	426545	7562696
5339	426630	7562704
5340	426704	7562515
5341	426789	7562531
5342	426863	7562352
5343	426951	7562401
5344	427029	7562305
5345	427114	7562300
5346	427192	7562201
5347	427274	7562155
5348	427353	7562055
5349	427427	7561877
5350	427509	7561823
5351	427588	7561730
5352	427663	7561571
5353	427739	7561411
5354	427828	7561493
5355	427914	7561529
5356	428000	7561553
5357	428082	7561513
5358	428217	7562413
5359	428285	7562122
5360	428367	7562080
5361	428449	7562023
5362	428524	7561861
5363	428605	7561795
5364	428682	7561663
5365	428768	7561693
5366	428847	7561599
5367	428925	7561486
5368	429002	7561361
5369	429081	7561263
5370	429162	7561205
5371	429240	7561081
5372	429312	7560873
5373	429392	7560787
5374	429471	7560703
5375	429553	7560654
5376	429635	7560617
5377	429716	7560549
5378	429795	7560460
5379	429867	7560231
5380	429948	7560174
5381	430028	7560104
5382	430098	7559848
5383	430179	7559782
5384	430254	7559607
5385	430328	7559434
5386	430406	7559316
5387	430499	7559473
5388	430603	7559803
5389	430686	7559788
5390	430762	7559634
5391	430838	7559486
5392	430908	7559236
5393	430990	7559185
5394	431070	7559107
5395	431143	7558908
5396	431219	7558763
5397	431295	7558613
5398	431370	7558453
5399	431459	7558531
5400	431536	7558392
5401	431617	7558332
5402	431691	7558163
5403	431782	7558266
5404	431858	7558128
5405	431946	7558178
5406	432019	7557977
5407	432095	7557836
5408	432181	7557867
5409	432261	7557784
5410	432338	7557652
5411	432413	7557492
5412	432501	7557556
5413	432579	7557435
5414	432660	7557377
5415	432740	7557298
5416	432809	7557027
5417	432888	7556929
5418	432961	7556723
5419	433056	7556921
5420	433147	7557033
5421	433236	7557116
5422	433317	7557047
5423	433390	7556845
5424	433478	7556906
5425	433551	7556699
5426	433632	7556653
5427	433713	7556586
5428	433800	7556631
5429	433880	7556550
5430	433965	7556558
5431	434043	7556445
5432	434126	7556418
5433	434203	7556296
5434	434277	7556109
5435	434359	7556062
5436	434441	7556022
5437	434511	7555775
5438	434600	7555851
5439	434677	7555711
5440	434759	7555673
5441	434851	7555803
5442	434936	7555811
5443	435016	7555737
5444	435097	7555677
5445	435167	7555424
5446	435250	7555393
5447	435328	7555289
5448	435408	7555198
5449	435493	7555209
5450	435561	7554934
5451	435638	7554788
5452	435711	7554599
5453	435788	7554468
5454	435869	7554404
5455	435959	7554496
5456	436038	7554404
5457	436115	7554273
5458	436192	7554137
5459	436273	7554088
5460	436358	7554085
5461	436439	7554026
5462	436522	7554007
5463	436613	7554117
5464	436685	7553900
5465	436760	7553740
5466	436847	7553773
5467	436933	7553805
5468	437013	7553722
5469	437082	7553453
5470	437154	7553245
5471	437234	7553168
5472	437311	7553031
5473	437395	7553019
5474	437475	7552939
5475	437555	7552870
5476	437632	7552731
5477	437709	7552604
5478	437787	7552501
5479	437868	7552434
5480	437948	7552357
5481	438023	7552191
5482	438103	7552117
5483	438185	7552075
5484	438264	7551967
5485	438350	7551995
5486	438427	7551872
5487	438512	7551881
5488	438593	7551821
5489	438675	7551778
5490	438761	7551792
5491	438832	7551562
5492	438913	7551506
5493	438993	7551418
5494	439063	7551178
5495	439130	7550868
5496	439205	7550715
5497	439287	7550666
5498	439369	7550613
5499	439443	7550434
5500	439521	7550317
5501	439598	7550199
5502	439687	7550264
5503	439768	7550214
5504	439849	7550145
5505	439927	7550033
5506	440001	7549864
5507	440082	7549800
5508	440164	7549750
5509	440246	7549703
5510	440323	7549584
5511	440407	7549567
5512	440481	7549387
5513	440565	7549381
5514	440644	7549285
5515	440729	7549297
5516	440808	7549198
5517	440885	7549062
5518	440960	7548896
5519	441043	7548872
5520	441128	7548874
5521	441209	7548812
5522	441289	7548736
5523	441386	7548956
5524	441470	7548948
5525	441555	7548952
5526	441636	7548899
5527	441722	7548911
5528	441804	7548865
5529	441893	7548939
5530	441972	7548848
5531	442048	7548701
5532	442124	7548554
5533	442210	7548587
5534	442294	7548579
5535	442368	7548392
5536	442449	7548329
5537	442531	7548294
5538	442625	7548446
5539	442706	7548392
5540	442788	7548345
5541	442863	7548178
5542	442954	7548291
5543	443030	7548146
5544	443108	7548023
5545	443188	7547950
5546	443261	7547755
5547	443340	7547654
5548	443419	7547569
5549	443499	7547483
5550	443579	7547397
5551	443657	7547294
5552	443733	7547144
5553	443812	7547055
5554	443893	7546991
5555	443967	7546802
5556	444044	7546673
5557	444114	7546427
5558	444193	7546328
5559	444265	7546123
5560	444345	7546047
5561	444429	7546024
5562	444510	7545976
5563	444591	7545904
5564	444663	7545694
5565	444742	7545597
5566	444833	7545701
5567	444934	7545989
5568	445012	7545875
5569	445085	7545674
5570	445164	7545579
5571	445237	7545381
5572	445317	7545299
5573	445396	7545215
5574	445477	7545152
5575	445561	7545139
5576	445648	7545187
5577	445729	7545122
5578	445799	7544863
5579	445877	7544763
5580	445956	7544671
5581	446038	7544613
5582	446124	7544648
5583	446193	7544381
5584	446272	7544289
5585	446347	7544119
5586	446425	7544001
5587	446503	7543900
5588	446576	7543700
5589	446656	7543616
5590	446736	7543543
5591	446816	7543472
5592	446894	7543356
5593	446969	7543186
5594	447045	7543038
5595	447122	7542916
5596	447234	7543377
5597	447313	7543277
5598	447389	7543132
5599	447466	7543006
5600	447545	7542913
5601	447623	7542804
5602	447694	7542576
5603	447764	7542319
5604	447844	7542246
5605	447924	7542160
5606	447999	7542009
5607	448079	7541930
5608	448158	7541826
5609	448236	7541722
5610	448317	7541663
5611	448396	7541555
5612	448480	7541544
5613	448558	7541436
5614	448634	7541294
5615	448717	7541262
5616	448788	7541035
5617	448867	7540937
5618	448941	7540757
5619	449016	7540602
5620	449096	7540522
5621	449163	7540234
5622	449242	7540131
5623	449325	7540110
5624	449402	7539972
5625	449484	7539933
5626	449566	7539882
5627	449641	7539724
5628	449722	7539657
5629	449795	7539470
5630	449879	7539453
5631	449958	7539354
5632	450034	7539222
5633	450119	7539214
5634	450196	7539086
5635	450275	7539004
5636	450347	7538791
5637	450416	7538521
5638	450501	7538528
5639	450593	7538645
5640	450672	7538556
5641	450744	7538348
5642	450826	7538301
5643	450902	7538163
5644	450990	7538211
5645	451077	7538249
5646	451158	7538194
5647	451236	7538080
5648	451307	7537851
5649	451385	7537738
5650	451460	7537574
5651	451543	7537546
5652	451623	7537465
5653	451701	7537355
5654	451783	7537315
5655	451859	7537166
5656	451936	7537035
5657	452018	7536999
5658	452097	7536909
5659	452172	7536732
5660	452244	7536533
5661	452322	7536415
5662	452403	7536364
5663	452485	7536318
5664	452563	7536203
5665	452647	7536191
5666	452729	7536145
5667	452806	7536009
5668	452881	7535852
5669	452966	7535852
5670	453040	7535687
5671	453123	7535654
5672	453205	7535617
5673	453286	7535554
5674	453366	7535464
5675	453437	7535239
5676	453510	7535040
5677	453599	7535118
5678	453672	7534933
5679	453748	7534783
5680	453825	7534649
5681	453907	7534605
5682	453981	7534430
5683	454060	7534334
5684	454136	7534184
5685	454217	7534133
5686	454297	7534060
5687	454376	7533952
5688	454445	7533702
